,index,id,imdb_id,title,type,genres,production_countries,release_year,runtime,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
11121,11121,tm35283,tt2288005,A Turtle's Tale 2: Sammy's Escape from Paradise,MOVIE,animation,FR,2012.0,92.0,5.599999999999999,2259.0,11.787,5.8
11122,11122,tm35283,tt2288005,A Turtle's Tale 2: Sammy's Escape from Paradise,MOVIE,animation,US,2012.0,92.0,5.599999999999999,2259.0,11.787,5.8
11123,11123,tm35283,tt2288005,A Turtle's Tale 2: Sammy's Escape from Paradise,MOVIE,european,BE,2012.0,92.0,5.599999999999999,2259.0,11.787,5.8
11124,11124,tm35283,tt2288005,A Turtle's Tale 2: Sammy's Escape from Paradise,MOVIE,european,FR,2012.0,92.0,5.599999999999999,2259.0,11.787,5.8
11125,11125,tm35283,tt2288005,A Turtle's Tale 2: Sammy's Escape from Paradise,MOVIE,european,US,2012.0,92.0,5.599999999999999,2259.0,11.787,5.8
11126,11126,tm35283,tt2288005,A Turtle's Tale 2: Sammy's Escape from Paradise,MOVIE,family,BE,2012.0,92.0,5.599999999999999,2259.0,11.787,5.8
11127,11127,tm35283,tt2288005,A Turtle's Tale 2: Sammy's Escape from Paradise,MOVIE,family,FR,2012.0,92.0,5.599999999999999,2259.0,11.787,5.8
11128,11128,tm35283,tt2288005,A Turtle's Tale 2: Sammy's Escape from Paradise,MOVIE,family,US,2012.0,92.0,5.599999999999999,2259.0,11.787,5.8
11129,11129,tm352882,tt7156620,Bob the Drag Queen: Suspiciously Large Woman,MOVIE,comedy,US,2017.0,57.0,6.4,284.0,1.192,5.9
11130,11130,tm35293,tt1699498,Lake Effects,MOVIE,comedy,US,2012.0,90.0,5.6,610.0,5.546,4.4
11131,11131,tm35293,tt1699498,Lake Effects,MOVIE,family,US,2012.0,90.0,5.6,610.0,5.546,4.4
11132,11132,tm35293,tt1699498,Lake Effects,MOVIE,romance,US,2012.0,90.0,5.6,610.0,5.546,4.4
11133,11133,tm352972,tt5688868,Primal Rage,MOVIE,action,US,2018.0,106.0,4.9,3572.0,20.804,5.400000000000001
11134,11134,tm352972,tt5688868,Primal Rage,MOVIE,horror,US,2018.0,106.0,4.9,3572.0,20.804,5.400000000000001
11135,11135,tm352972,tt5688868,Primal Rage,MOVIE,thriller,US,2018.0,106.0,4.9,3572.0,20.804,5.400000000000001
11136,11136,tm353110,tt0095069,Drop-Out Mother,MOVIE,comedy,US,1988.0,95.0,5.6,58.0,0.602,4.5
11137,11137,tm353336,tt6772804,Escape Plan: The Extractors,MOVIE,action,US,2019.0,97.0,4.4,13991.0,29.486,5.3
11138,11138,tm353336,tt6772804,Escape Plan: The Extractors,MOVIE,crime,US,2019.0,97.0,4.4,13991.0,29.486,5.3
11139,11139,tm353336,tt6772804,Escape Plan: The Extractors,MOVIE,thriller,US,2019.0,97.0,4.4,13991.0,29.486,5.3
11140,11140,tm353358,tt7329656,47 Meters Down: Uncaged,MOVIE,drama,GB,2019.0,90.0,5.0,25396.0,55.439,5.7
11141,11141,tm353358,tt7329656,47 Meters Down: Uncaged,MOVIE,drama,US,2019.0,90.0,5.0,25396.0,55.439,5.7
11142,11142,tm353358,tt7329656,47 Meters Down: Uncaged,MOVIE,horror,GB,2019.0,90.0,5.0,25396.0,55.439,5.7
11143,11143,tm353358,tt7329656,47 Meters Down: Uncaged,MOVIE,horror,US,2019.0,90.0,5.0,25396.0,55.439,5.7
11144,11144,tm353358,tt7329656,47 Meters Down: Uncaged,MOVIE,thriller,GB,2019.0,90.0,5.0,25396.0,55.439,5.7
11145,11145,tm353358,tt7329656,47 Meters Down: Uncaged,MOVIE,thriller,US,2019.0,90.0,5.0,25396.0,55.439,5.7
11146,11146,tm353416,tt6521876,Jay and Silent Bob Reboot,MOVIE,action,US,2019.0,105.0,5.6,24456.0,13.168,5.7
11147,11147,tm353416,tt6521876,Jay and Silent Bob Reboot,MOVIE,comedy,US,2019.0,105.0,5.6,24456.0,13.168,5.7
11148,11148,tm35342,tt1182972,Bachna Ae Haseeno,MOVIE,comedy,IN,2008.0,153.0,6.1,11344.0,3.764,6.3
11149,11149,tm35342,tt1182972,Bachna Ae Haseeno,MOVIE,drama,IN,2008.0,153.0,6.1,11344.0,3.764,6.3
11150,11150,tm35342,tt1182972,Bachna Ae Haseeno,MOVIE,romance,IN,2008.0,153.0,6.1,11344.0,3.764,6.3
11151,11151,tm353442,tt6727598,Shockwave: Countdown to Disaster,MOVIE,action,US,2017.0,90.0,4.2,971.0,10.31,5.7
11152,11152,tm353442,tt6727598,Shockwave: Countdown to Disaster,MOVIE,scifi,US,2017.0,90.0,4.2,971.0,10.31,5.7
11153,11153,tm353442,tt6727598,Shockwave: Countdown to Disaster,MOVIE,thriller,US,2017.0,90.0,4.2,971.0,10.31,5.7
11154,11154,tm353735,tt6353036,The Guardian Angel,MOVIE,documentation,DK,2018.0,102.0,5.3,792.0,9.546,5.1
11155,11155,tm353735,tt6353036,The Guardian Angel,MOVIE,documentation,FI,2018.0,102.0,5.3,792.0,9.546,5.1
11156,11156,tm353735,tt6353036,The Guardian Angel,MOVIE,documentation,HR,2018.0,102.0,5.3,792.0,9.546,5.1
11157,11157,tm353735,tt6353036,The Guardian Angel,MOVIE,documentation,US,2018.0,102.0,5.3,792.0,9.546,5.1
11158,11158,tm353735,tt6353036,The Guardian Angel,MOVIE,drama,DK,2018.0,102.0,5.3,792.0,9.546,5.1
11159,11159,tm353735,tt6353036,The Guardian Angel,MOVIE,drama,FI,2018.0,102.0,5.3,792.0,9.546,5.1
11160,11160,tm353735,tt6353036,The Guardian Angel,MOVIE,drama,HR,2018.0,102.0,5.3,792.0,9.546,5.1
11161,11161,tm353735,tt6353036,The Guardian Angel,MOVIE,drama,US,2018.0,102.0,5.3,792.0,9.546,5.1
11162,11162,tm353735,tt6353036,The Guardian Angel,MOVIE,european,DK,2018.0,102.0,5.3,792.0,9.546,5.1
11163,11163,tm353735,tt6353036,The Guardian Angel,MOVIE,european,FI,2018.0,102.0,5.3,792.0,9.546,5.1
11164,11164,tm353735,tt6353036,The Guardian Angel,MOVIE,european,HR,2018.0,102.0,5.3,792.0,9.546,5.1
11165,11165,tm353735,tt6353036,The Guardian Angel,MOVIE,european,US,2018.0,102.0,5.3,792.0,9.546,5.1
11166,11166,tm353735,tt6353036,The Guardian Angel,MOVIE,thriller,DK,2018.0,102.0,5.3,792.0,9.546,5.1
11167,11167,tm353735,tt6353036,The Guardian Angel,MOVIE,thriller,FI,2018.0,102.0,5.3,792.0,9.546,5.1
11168,11168,tm353735,tt6353036,The Guardian Angel,MOVIE,thriller,HR,2018.0,102.0,5.3,792.0,9.546,5.1
11169,11169,tm353735,tt6353036,The Guardian Angel,MOVIE,thriller,US,2018.0,102.0,5.3,792.0,9.546,5.1
11170,11170,tm353922,tt5754650,Sleepwalker,MOVIE,european,US,2017.0,88.0,5.2,1040.0,9.022,4.7
11171,11171,tm353922,tt5754650,Sleepwalker,MOVIE,thriller,US,2017.0,88.0,5.2,1040.0,9.022,4.7
11172,11172,tm354031,tt7891300,Heal,MOVIE,documentation,US,2017.0,108.0,6.9,2473.0,4.952,7.0
11173,11173,tm354031,tt7891300,Heal,MOVIE,european,US,2017.0,108.0,6.9,2473.0,4.952,7.0
11174,11174,tm354092,tt7574286,Nemr: No Bombing in Beirut,MOVIE,comedy,LB,2017.0,60.0,7.0,45.0,1.187,4.0
11175,11175,tm354092,tt7574286,Nemr: No Bombing in Beirut,MOVIE,comedy,US,2017.0,60.0,7.0,45.0,1.187,4.0
11176,11176,tm354097,tt5297152,A Haunting on Hamilton Street,MOVIE,documentation,US,2010.0,78.0,4.9,173.0,2.261,6.0
11177,11177,tm354097,tt5297152,A Haunting on Hamilton Street,MOVIE,horror,US,2010.0,78.0,4.9,173.0,2.261,6.0
11178,11178,tm3541,tt0019421,"Steamboat Bill, Jr.",MOVIE,action,US,1928.0,70.0,7.8,14499.0,7.754,7.7
11179,11179,tm3541,tt0019421,"Steamboat Bill, Jr.",MOVIE,comedy,US,1928.0,70.0,7.8,14499.0,7.754,7.7
11180,11180,tm3541,tt0019421,"Steamboat Bill, Jr.",MOVIE,drama,US,1928.0,70.0,7.8,14499.0,7.754,7.7
11181,11181,tm3541,tt0019421,"Steamboat Bill, Jr.",MOVIE,family,US,1928.0,70.0,7.8,14499.0,7.754,7.7
11182,11182,tm3541,tt0019421,"Steamboat Bill, Jr.",MOVIE,romance,US,1928.0,70.0,7.8,14499.0,7.754,7.7
11183,11183,tm354121,tt5265898,Dead Ant,MOVIE,comedy,US,2017.0,87.0,4.8,1193.0,6.698,5.2
11184,11184,tm354121,tt5265898,Dead Ant,MOVIE,horror,US,2017.0,87.0,4.8,1193.0,6.698,5.2
11185,11185,tm354121,tt5265898,Dead Ant,MOVIE,music,US,2017.0,87.0,4.8,1193.0,6.698,5.2
11186,11186,tm35425,tt0020828,Dixiana,MOVIE,comedy,US,1930.0,100.0,5.2,372.0,1.212,5.1
11187,11187,tm35425,tt0020828,Dixiana,MOVIE,drama,US,1930.0,100.0,5.2,372.0,1.212,5.1
11188,11188,tm35425,tt0020828,Dixiana,MOVIE,music,US,1930.0,100.0,5.2,372.0,1.212,5.1
11189,11189,tm35425,tt0020828,Dixiana,MOVIE,romance,US,1930.0,100.0,5.2,372.0,1.212,5.1
11190,11190,tm35437,tt1769361,The Collection,MOVIE,action,US,2012.0,82.0,6.1,49159.0,21.406,6.3
11191,11191,tm35437,tt1769361,The Collection,MOVIE,crime,US,2012.0,82.0,6.1,49159.0,21.406,6.3
11192,11192,tm35437,tt1769361,The Collection,MOVIE,horror,US,2012.0,82.0,6.1,49159.0,21.406,6.3
11193,11193,tm35437,tt1769361,The Collection,MOVIE,thriller,US,2012.0,82.0,6.1,49159.0,21.406,6.3
11194,11194,tm354397,tt6280328,Raju Gari Gadhi 2,MOVIE,comedy,IN,2017.0,127.0,5.4,782.0,2.56,5.0
11195,11195,tm354397,tt6280328,Raju Gari Gadhi 2,MOVIE,horror,IN,2017.0,127.0,5.4,782.0,2.56,5.0
11196,11196,tm354397,tt6280328,Raju Gari Gadhi 2,MOVIE,thriller,IN,2017.0,127.0,5.4,782.0,2.56,5.0
11197,11197,tm35456,tt1000095,Pokémon Ranger and the Temple of the Sea,MOVIE,action,JP,2006.0,100.0,5.9,2597.0,15.877999999999998,6.4
11198,11198,tm35456,tt1000095,Pokémon Ranger and the Temple of the Sea,MOVIE,animation,JP,2006.0,100.0,5.9,2597.0,15.877999999999998,6.4
11199,11199,tm35456,tt1000095,Pokémon Ranger and the Temple of the Sea,MOVIE,family,JP,2006.0,100.0,5.9,2597.0,15.877999999999998,6.4
11200,11200,tm35456,tt1000095,Pokémon Ranger and the Temple of the Sea,MOVIE,fantasy,JP,2006.0,100.0,5.9,2597.0,15.877999999999998,6.4
11201,11201,tm35456,tt1000095,Pokémon Ranger and the Temple of the Sea,MOVIE,scifi,JP,2006.0,100.0,5.9,2597.0,15.877999999999998,6.4
11202,11202,tm354590,tt7069740,Barbie Dreamtopia: Festival of Fun,MOVIE,animation,US,2017.0,42.0,5.6,46.0,6.743,7.1
11203,11203,tm354590,tt7069740,Barbie Dreamtopia: Festival of Fun,MOVIE,comedy,US,2017.0,42.0,5.6,46.0,6.743,7.1
11204,11204,tm354590,tt7069740,Barbie Dreamtopia: Festival of Fun,MOVIE,family,US,2017.0,42.0,5.6,46.0,6.743,7.1
11205,11205,tm3546,tt0022840,The Drifter,MOVIE,action,US,1932.0,71.0,5.3,69.0,0.841,
11206,11206,tm3546,tt0022840,The Drifter,MOVIE,drama,US,1932.0,71.0,5.3,69.0,0.841,
11207,11207,tm3546,tt0022840,The Drifter,MOVIE,western,US,1932.0,71.0,5.3,69.0,0.841,
11208,11208,tm354622,tt7510870,Sakka Podu Podu Raja,MOVIE,action,IN,2017.0,140.0,4.2,455.0,1.767,10.0
11209,11209,tm354622,tt7510870,Sakka Podu Podu Raja,MOVIE,comedy,IN,2017.0,140.0,4.2,455.0,1.767,10.0
11210,11210,tm354628,tt6364638,A Wedding Wonderland,MOVIE,romance,US,2017.0,90.0,5.0,615.0,7.182,5.3
11211,11211,tm354728,tt6734084,Cold Breath,MOVIE,drama,IR,2017.0,84.0,6.5,21.0,0.6,
11212,11212,tm354728,tt6734084,Cold Breath,MOVIE,family,IR,2017.0,84.0,6.5,21.0,0.6,
11213,11213,tm354812,tt4944852,Bully,MOVIE,drama,NL,2017.0,85.0,6.400000000000001,77.0,0.721,3.0
11214,11214,tm354812,tt4944852,Bully,MOVIE,european,NL,2017.0,85.0,6.400000000000001,77.0,0.721,3.0
11215,11215,tm354812,tt4944852,Bully,MOVIE,family,NL,2017.0,85.0,6.400000000000001,77.0,0.721,3.0
11216,11216,tm354812,tt4944852,Bully,MOVIE,thriller,NL,2017.0,85.0,6.400000000000001,77.0,0.721,3.0
11217,11217,tm354831,tt4184812,A Haunting on Washington Avenue: The Temple Theatre,MOVIE,documentation,US,2014.0,84.0,6.1,144.0,2.183,6.3
11218,11218,tm354831,tt4184812,A Haunting on Washington Avenue: The Temple Theatre,MOVIE,drama,US,2014.0,84.0,6.1,144.0,2.183,6.3
11219,11219,tm354832,tt7676138,A Haunting on Dice Road: The Hell House,MOVIE,documentation,US,2016.0,84.0,5.7,444.0,3.976,5.9
11220,11220,tm354832,tt7676138,A Haunting on Dice Road: The Hell House,MOVIE,horror,US,2016.0,84.0,5.7,444.0,3.976,5.9
11221,11221,tm35499,tt0053850,Gangster Story,MOVIE,crime,US,1959.0,65.0,4.7,536.0,1.9879999999999998,5.1
11222,11222,tm35499,tt0053850,Gangster Story,MOVIE,drama,US,1959.0,65.0,4.7,536.0,1.9879999999999998,5.1
11223,11223,tm35499,tt0053850,Gangster Story,MOVIE,thriller,US,1959.0,65.0,4.7,536.0,1.9879999999999998,5.1
11224,11224,tm355201,tt3629032,Bunnyman Vengeance,MOVIE,horror,GB,2017.0,108.0,3.0,340.0,6.308,6.0
11225,11225,tm35521,tt1059836,Transit,MOVIE,action,US,2012.0,91.0,5.8,11191.0,10.69,5.7
11226,11226,tm35521,tt1059836,Transit,MOVIE,crime,US,2012.0,91.0,5.8,11191.0,10.69,5.7
11227,11227,tm35521,tt1059836,Transit,MOVIE,thriller,US,2012.0,91.0,5.8,11191.0,10.69,5.7
11228,11228,tm355413,tt1833116,The Informer,MOVIE,action,GB,2019.0,109.0,6.6,33258.0,14.309999999999999,6.5
11229,11229,tm355413,tt1833116,The Informer,MOVIE,action,US,2019.0,109.0,6.6,33258.0,14.309999999999999,6.5
11230,11230,tm355413,tt1833116,The Informer,MOVIE,crime,GB,2019.0,109.0,6.6,33258.0,14.309999999999999,6.5
11231,11231,tm355413,tt1833116,The Informer,MOVIE,crime,US,2019.0,109.0,6.6,33258.0,14.309999999999999,6.5
11232,11232,tm355413,tt1833116,The Informer,MOVIE,drama,GB,2019.0,109.0,6.6,33258.0,14.309999999999999,6.5
11233,11233,tm355413,tt1833116,The Informer,MOVIE,drama,US,2019.0,109.0,6.6,33258.0,14.309999999999999,6.5
11234,11234,tm355413,tt1833116,The Informer,MOVIE,thriller,GB,2019.0,109.0,6.6,33258.0,14.309999999999999,6.5
11235,11235,tm355413,tt1833116,The Informer,MOVIE,thriller,US,2019.0,109.0,6.6,33258.0,14.309999999999999,6.5
11236,11236,tm355523,tt7429362,Betting On The Bride,MOVIE,romance,CA,2017.0,84.0,5.6,1071.0,6.925,5.5
11237,11237,tm355537,tt7208648,Jawaan,MOVIE,action,IN,2017.0,134.0,4.7,493.0,1.339,7.0
11238,11238,tm355537,tt7208648,Jawaan,MOVIE,thriller,IN,2017.0,134.0,4.7,493.0,1.339,7.0
11239,11239,tm35556,tt1990216,El Gringo,MOVIE,action,US,2012.0,98.0,5.4,6276.0,13.413,6.0
11240,11240,tm35556,tt1990216,El Gringo,MOVIE,drama,US,2012.0,98.0,5.4,6276.0,13.413,6.0
11241,11241,tm35556,tt1990216,El Gringo,MOVIE,thriller,US,2012.0,98.0,5.4,6276.0,13.413,6.0
11242,11242,tm355961,tt5181852,Slumber,MOVIE,horror,US,2017.0,84.0,4.7,4302.0,15.284,5.3
11243,11243,tm356055,tt6438030,Gangsta,MOVIE,crime,BE,2018.0,125.0,6.5,4605.0,5.809,6.9
11244,11244,tm356055,tt6438030,Gangsta,MOVIE,crime,NL,2018.0,125.0,6.5,4605.0,5.809,6.9
11245,11245,tm356055,tt6438030,Gangsta,MOVIE,european,BE,2018.0,125.0,6.5,4605.0,5.809,6.9
11246,11246,tm356055,tt6438030,Gangsta,MOVIE,european,NL,2018.0,125.0,6.5,4605.0,5.809,6.9
11247,11247,tm356055,tt6438030,Gangsta,MOVIE,thriller,BE,2018.0,125.0,6.5,4605.0,5.809,6.9
11248,11248,tm356055,tt6438030,Gangsta,MOVIE,thriller,NL,2018.0,125.0,6.5,4605.0,5.809,6.9
11249,11249,tm356180,tt7059784,Kalathur Gramam,MOVIE,action,IN,2017.0,142.0,6.4,36.0,0.85,
11250,11250,tm356180,tt7059784,Kalathur Gramam,MOVIE,drama,IN,2017.0,142.0,6.4,36.0,0.85,
11251,11251,tm356180,tt7059784,Kalathur Gramam,MOVIE,family,IN,2017.0,142.0,6.4,36.0,0.85,
11252,11252,tm356180,tt7059784,Kalathur Gramam,MOVIE,thriller,IN,2017.0,142.0,6.4,36.0,0.85,
11253,11253,tm356229,tt7243686,The Swindlers,MOVIE,action,KR,2017.0,117.0,6.6,1950.0,5.654,6.8
11254,11254,tm356229,tt7243686,The Swindlers,MOVIE,crime,KR,2017.0,117.0,6.6,1950.0,5.654,6.8
11255,11255,tm356229,tt7243686,The Swindlers,MOVIE,thriller,KR,2017.0,117.0,6.6,1950.0,5.654,6.8
11256,11256,tm356253,tt5710688,Wait for Your Laugh,MOVIE,comedy,US,2017.0,85.0,8.2,487.0,4.6049999999999995,7.4
11257,11257,tm356253,tt5710688,Wait for Your Laugh,MOVIE,documentation,US,2017.0,85.0,8.2,487.0,4.6049999999999995,7.4
11258,11258,tm356270,tt4687782,No Greater Love,MOVIE,documentation,AF,2017.0,94.0,7.6,207.0,0.713,6.3
11259,11259,tm356270,tt4687782,No Greater Love,MOVIE,documentation,US,2017.0,94.0,7.6,207.0,0.713,6.3
11260,11260,tm356346,tt4703182,Camp Cool Kids,MOVIE,family,US,2017.0,104.0,4.7,371.0,23.748,5.7
11261,11261,tm35642,tt1131742,Mutants,MOVIE,action,US,2008.0,83.0,2.3,616.0,3.074,3.1
11262,11262,tm35642,tt1131742,Mutants,MOVIE,horror,US,2008.0,83.0,2.3,616.0,3.074,3.1
11263,11263,tm35642,tt1131742,Mutants,MOVIE,scifi,US,2008.0,83.0,2.3,616.0,3.074,3.1
11264,11264,tm356538,tt5617172,Qaidi Band,MOVIE,drama,IN,2017.0,119.0,5.900000000000001,355.0,0.755,6.0
11265,11265,tm356538,tt5617172,Qaidi Band,MOVIE,music,IN,2017.0,119.0,5.900000000000001,355.0,0.755,6.0
11266,11266,tm356699,tt5039994,Dismissed,MOVIE,drama,US,2017.0,87.0,5.7,7608.0,7.147,6.6
11267,11267,tm356699,tt5039994,Dismissed,MOVIE,horror,US,2017.0,87.0,5.7,7608.0,7.147,6.6
11268,11268,tm356699,tt5039994,Dismissed,MOVIE,thriller,US,2017.0,87.0,5.7,7608.0,7.147,6.6
11269,11269,tm356745,tt8563028,Two Crowns,MOVIE,documentation,PL,2017.0,85.0,6.3,61.0,1.214,7.699999999999999
11270,11270,tm356745,tt8563028,Two Crowns,MOVIE,european,PL,2017.0,85.0,6.3,61.0,1.214,7.699999999999999
11271,11271,tm35687,tt2082415,Saints and Soldiers: Airborne Creed,MOVIE,action,US,2012.0,94.0,5.7,4035.0,8.324,5.5
11272,11272,tm35687,tt2082415,Saints and Soldiers: Airborne Creed,MOVIE,drama,US,2012.0,94.0,5.7,4035.0,8.324,5.5
11273,11273,tm35687,tt2082415,Saints and Soldiers: Airborne Creed,MOVIE,war,US,2012.0,94.0,5.7,4035.0,8.324,5.5
11274,11274,tm35699,tt0020821,The Devil to Pay!,MOVIE,comedy,US,1930.0,72.0,6.6,697.0,3.963,6.6
11275,11275,tm35699,tt0020821,The Devil to Pay!,MOVIE,romance,US,1930.0,72.0,6.6,697.0,3.963,6.6
11276,11276,tm357069,tt3823282,Vietnam: Secret Negotiations that Ended the War,MOVIE,documentation,FR,2015.0,52.0,6.6,13.0,0.627,
11277,11277,tm357077,tt4985854,Painted Horses,MOVIE,drama,US,2017.0,91.0,6.9,271.0,2.824,6.6
11278,11278,tm357200,tt7265806,Lavell Crawford: Home for the Holidays,MOVIE,comedy,US,2017.0,60.0,6.6,85.0,2.367,4.0
11279,11279,tm357300,tt6046850,The Price of Fame,MOVIE,documentation,US,2017.0,95.0,5.6,323.0,2.6699999999999995,6.7
11280,11280,tm357300,tt6046850,The Price of Fame,MOVIE,history,US,2017.0,95.0,5.6,323.0,2.6699999999999995,6.7
11281,11281,tm357394,tt5986716,Newly Single,MOVIE,comedy,US,2017.0,95.0,5.0,138.0,2.528,2.0
11282,11282,tm357394,tt5986716,Newly Single,MOVIE,drama,US,2017.0,95.0,5.0,138.0,2.528,2.0
11283,11283,tm357394,tt5986716,Newly Single,MOVIE,romance,US,2017.0,95.0,5.0,138.0,2.528,2.0
11284,11284,tm357398,tt7201382,Unspeakable,MOVIE,drama,GB,2017.0,47.0,5.7,337.0,1.812,10.0
11285,11285,tm357553,tt7210348,Boom for Real: The Late Teenage Years of Jean-Michel Basquiat,MOVIE,documentation,US,2018.0,78.0,6.7,522.0,3.105,7.1
11286,11286,tm357562,tt7215388,The China Hustle,MOVIE,documentation,US,2018.0,84.0,7.1,3633.0,7.565999999999999,7.400000000000001
11287,11287,tm357594,tt6022536,An American in Texas,MOVIE,crime,NO,2017.0,97.0,5.1,211.0,1.276,5.8
11288,11288,tm357594,tt6022536,An American in Texas,MOVIE,crime,PL,2017.0,97.0,5.1,211.0,1.276,5.8
11289,11289,tm357594,tt6022536,An American in Texas,MOVIE,crime,US,2017.0,97.0,5.1,211.0,1.276,5.8
11290,11290,tm357594,tt6022536,An American in Texas,MOVIE,drama,NO,2017.0,97.0,5.1,211.0,1.276,5.8
11291,11291,tm357594,tt6022536,An American in Texas,MOVIE,drama,PL,2017.0,97.0,5.1,211.0,1.276,5.8
11292,11292,tm357594,tt6022536,An American in Texas,MOVIE,drama,US,2017.0,97.0,5.1,211.0,1.276,5.8
11293,11293,tm357594,tt6022536,An American in Texas,MOVIE,european,NO,2017.0,97.0,5.1,211.0,1.276,5.8
11294,11294,tm357594,tt6022536,An American in Texas,MOVIE,european,PL,2017.0,97.0,5.1,211.0,1.276,5.8
11295,11295,tm357594,tt6022536,An American in Texas,MOVIE,european,US,2017.0,97.0,5.1,211.0,1.276,5.8
11296,11296,tm357594,tt6022536,An American in Texas,MOVIE,music,NO,2017.0,97.0,5.1,211.0,1.276,5.8
11297,11297,tm357594,tt6022536,An American in Texas,MOVIE,music,PL,2017.0,97.0,5.1,211.0,1.276,5.8
11298,11298,tm357594,tt6022536,An American in Texas,MOVIE,music,US,2017.0,97.0,5.1,211.0,1.276,5.8
11299,11299,tm357594,tt6022536,An American in Texas,MOVIE,war,NO,2017.0,97.0,5.1,211.0,1.276,5.8
11300,11300,tm357594,tt6022536,An American in Texas,MOVIE,war,PL,2017.0,97.0,5.1,211.0,1.276,5.8
11301,11301,tm357594,tt6022536,An American in Texas,MOVIE,war,US,2017.0,97.0,5.1,211.0,1.276,5.8
11302,11302,tm357692,tt1266036,Valley Girl,MOVIE,comedy,US,2020.0,102.0,5.400000000000001,3557.0,9.124,6.099999999999999
11303,11303,tm357692,tt1266036,Valley Girl,MOVIE,romance,US,2020.0,102.0,5.400000000000001,3557.0,9.124,6.099999999999999
11304,11304,tm357750,tt9713326,Gnaw,MOVIE,european,ES,2017.0,97.0,5.3,1559.0,5.792,5.4
11305,11305,tm357750,tt9713326,Gnaw,MOVIE,european,US,2017.0,97.0,5.3,1559.0,5.792,5.4
11306,11306,tm357750,tt9713326,Gnaw,MOVIE,horror,ES,2017.0,97.0,5.3,1559.0,5.792,5.4
11307,11307,tm357750,tt9713326,Gnaw,MOVIE,horror,US,2017.0,97.0,5.3,1559.0,5.792,5.4
11308,11308,tm357814,tt6096200,Mercy Christmas,MOVIE,action,US,2017.0,83.0,5.2,760.0,3.502,5.1
11309,11309,tm357814,tt6096200,Mercy Christmas,MOVIE,comedy,US,2017.0,83.0,5.2,760.0,3.502,5.1
11310,11310,tm357814,tt6096200,Mercy Christmas,MOVIE,horror,US,2017.0,83.0,5.2,760.0,3.502,5.1
11311,11311,tm357895,tt6727296,Bhaagamathie,MOVIE,action,IN,2018.0,142.0,7.1,3035.0,2.452,6.1
11312,11312,tm357895,tt6727296,Bhaagamathie,MOVIE,horror,IN,2018.0,142.0,7.1,3035.0,2.452,6.1
11313,11313,tm357895,tt6727296,Bhaagamathie,MOVIE,thriller,IN,2018.0,142.0,7.1,3035.0,2.452,6.1
11314,11314,tm358040,tt6712014,Fukrey Returns,MOVIE,comedy,IN,2017.0,135.0,6.5,5380.0,3.17,6.599999999999999
11315,11315,tm358040,tt6712014,Fukrey Returns,MOVIE,drama,IN,2017.0,135.0,6.5,5380.0,3.17,6.599999999999999
11316,11316,tm358060,tt1606289,Maayajaalam,MOVIE,drama,IN,2006.0,145.0,5.8,41.0,1.378,
11317,11317,tm358262,tt5371168,The Extraordinary Journey of the Fakir,MOVIE,comedy,FR,2018.0,92.0,6.8,7513.0,11.484,7.0
11318,11318,tm358262,tt5371168,The Extraordinary Journey of the Fakir,MOVIE,drama,FR,2018.0,92.0,6.8,7513.0,11.484,7.0
11319,11319,tm358262,tt5371168,The Extraordinary Journey of the Fakir,MOVIE,european,FR,2018.0,92.0,6.8,7513.0,11.484,7.0
11320,11320,tm358439,tt6856134,Bob Saget: Zero to Sixty,MOVIE,comedy,US,2017.0,65.0,6.2,142.0,1.97,6.9
11321,11321,tm358751,tt9515554,Betty: They Say I’m Different,MOVIE,documentation,NL,2017.0,54.0,6.299999999999999,282.0,1.502,7.200000000000001
11322,11322,tm358751,tt9515554,Betty: They Say I’m Different,MOVIE,european,NL,2017.0,54.0,6.299999999999999,282.0,1.502,7.200000000000001
11323,11323,tm358751,tt9515554,Betty: They Say I’m Different,MOVIE,music,NL,2017.0,54.0,6.299999999999999,282.0,1.502,7.200000000000001
11324,11324,tm358911,tt7616890,"Angry, White and American",MOVIE,documentation,GB,2017.0,65.0,5.599999999999999,221.0,3.013,2.0
11325,11325,tm358949,tt7001906,A Very Country Christmas,MOVIE,comedy,CA,2017.0,83.0,6.0,1622.0,5.089,6.5
11326,11326,tm358949,tt7001906,A Very Country Christmas,MOVIE,comedy,US,2017.0,83.0,6.0,1622.0,5.089,6.5
11327,11327,tm358949,tt7001906,A Very Country Christmas,MOVIE,drama,CA,2017.0,83.0,6.0,1622.0,5.089,6.5
11328,11328,tm358949,tt7001906,A Very Country Christmas,MOVIE,drama,US,2017.0,83.0,6.0,1622.0,5.089,6.5
11329,11329,tm358949,tt7001906,A Very Country Christmas,MOVIE,family,CA,2017.0,83.0,6.0,1622.0,5.089,6.5
11330,11330,tm358949,tt7001906,A Very Country Christmas,MOVIE,family,US,2017.0,83.0,6.0,1622.0,5.089,6.5
11331,11331,tm358949,tt7001906,A Very Country Christmas,MOVIE,romance,CA,2017.0,83.0,6.0,1622.0,5.089,6.5
11332,11332,tm358949,tt7001906,A Very Country Christmas,MOVIE,romance,US,2017.0,83.0,6.0,1622.0,5.089,6.5
11333,11333,tm35910,tt1139800,The Girl from Monaco,MOVIE,comedy,FR,2008.0,95.0,5.8,2149.0,7.534,4.9
